0.025	2.593	0	1.246
0.075	5.547	0	1.998
0.125	2.821	0	1.37
0.175	1.867	0	0.768
0.225	1.112	0	0.524
0.275	1.046	0	0.618
0.325	0.923	0	0.578
0.375	1.038	0	0.574
0.425	0.572	0	0.384
0.475	0.562	0	0.436
0.525	0.466	0	0.344
0.575	0.256	0	0.308
0.625	0.48	0	0.318
0.675	0.352	0	0.318
0.725	0.148	0	0.202
0.775	0.191	0	0.264
0.825	0.024	0	0.122
0.875	0.003	0	0.07
0.925	0	0	0
0.975	0	0	0
