5.00E-03	1.00E-02	0.00E+00
1.50E-02	1.00E-02	1.00E-02
2.50E-02	1.00E-02	2.00E-02
3.50E-02	1.00E-02	3.00E-02
4.50E-02	1.00E-02	4.00E-02
6.00E-02	2.00E-02	5.00E-02
8.00E-02	2.00E-02	7.00E-02
1.05E-01	3.00E-02	9.00E-02
1.35E-01	3.00E-02	1.20E-01
1.85E-01	7.00E-02	1.50E-01
2.60E-01	8.00E-02	2.20E-01
3.50E-01	1.00E-01	3.00E-01
