  0.0000e+00  0.0000e+00 -1.0000e+00
  2.0000e+00  0.0000e+00  1.0000e+00
  4.0000e+00  0.0000e+00  3.0000e+00
  6.0000e+00  0.0000e+00  5.0000e+00
  8.0000e+00  4.0000e-05  7.0000e+00
  1.0000e+01  1.6000e-04  9.0000e+00
  1.2000e+01  4.8000e-04  1.1000e+01
  1.4000e+01  1.3600e-03  1.3000e+01
  1.6000e+01  2.8400e-03  1.5000e+01
  1.8000e+01  3.2400e-03  1.7000e+01
  2.0000e+01  4.7200e-03  1.9000e+01
  2.2000e+01  5.0000e-03  2.1000e+01
  2.4000e+01  5.3200e-03  2.3000e+01
  2.6000e+01  5.6000e-03  2.5000e+01
  2.8000e+01  8.3600e-03  2.7000e+01
  3.0000e+01  7.9200e-03  2.9000e+01
  3.2000e+01  1.2000e-02  3.1000e+01
  3.4000e+01  1.2520e-02  3.3000e+01
  3.6000e+01  1.6800e-02  3.5000e+01
  3.8000e+01  1.7400e-02  3.7000e+01
  4.0000e+01  2.0040e-02  3.9000e+01
  4.2000e+01  2.1080e-02  4.1000e+01
  4.4000e+01  2.2680e-02  4.3000e+01
  4.6000e+01  2.3080e-02  4.5000e+01
  4.8000e+01  2.1800e-02  4.7000e+01
  5.0000e+01  1.9560e-02  4.9000e+01
  5.2000e+01  1.7280e-02  5.1000e+01
  5.4000e+01  1.5920e-02  5.3000e+01
  5.6000e+01  1.4600e-02  5.5000e+01
  5.8000e+01  1.1800e-02  5.7000e+01
  6.0000e+01  1.0240e-02  5.9000e+01
  6.2000e+01  8.2400e-03  6.1000e+01
  6.4000e+01  6.3600e-03  6.3000e+01
  6.6000e+01  5.1600e-03  6.5000e+01
  6.8000e+01  3.4800e-03  6.7000e+01
  7.0000e+01  2.8800e-03  6.9000e+01
  7.2000e+01  1.9200e-03  7.1000e+01
  7.4000e+01  1.6800e-03  7.3000e+01
  7.6000e+01  1.1600e-03  7.5000e+01
  7.8000e+01  9.2000e-04  7.7000e+01
  8.0000e+01  6.0000e-04  7.9000e+01
  8.2000e+01  2.8000e-04  8.1000e+01
  8.4000e+01  3.6000e-04  8.3000e+01
  8.6000e+01  2.8000e-04  8.5000e+01
  8.8000e+01  2.4000e-04  8.7000e+01
  9.0000e+01  8.0000e-05  8.9000e+01
  9.2000e+01  8.0000e-05  9.1000e+01
  9.4000e+01  4.0000e-05  9.3000e+01
  9.6000e+01  1.2000e-04  9.5000e+01
  9.8000e+01  0.0000e+00  9.7000e+01
  9.8000e+01  0.0000e+00  9.9000e+01
